"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Node566.P.C.",0.806364953,0.806516,0.738149,0.876941,925.912372459706,1,"passed",0.947900053664952,"passed",0.963690381977747,"passed",0.00235722935768378
"Node567.P.A.",0.001977163,0.0017065,0.000254,0.004433,895.8776283986,1,"passed",0.802660484943132,"passed",0.963690381977747,"passed",8.0872412746292e-05
"Node567.P.B.",0.074929566,0.073579,0.036826,0.116504,919.340836568971,1,"passed",0.710843538033622,"passed",0.963690381977747,"passed",0.00137619055819937
"Node567.P.C.",0.923093274,0.9247185,0.878718,0.962786,918.175388470735,1,"passed",0.767186957824069,"passed",0.963690381977747,"passed",0.00145488614904233
"Node568.P.A.",0.00360445,0.0032665,0.000656,0.007294,904.003282753563,1,"passed",0.78077343154349,"passed",0.963690381977747,"passed",0.000123340466301683
"Node568.P.B.",0.094941636,0.0941715,0.053315,0.136883,922.588145148336,1,"passed",0.946187646031176,"passed",0.963690381977747,"passed",0.00143052648856947
"Node568.P.C.",0.901453907,0.902569,0.85534,0.94576,921.337784967938,1,"passed",0.944231481445899,"passed",0.963690381977747,"passed",0.00155119905320667
"Node569.P.A.",0.000903442,0.0008145,0.000163,0.001839,903.023544751363,1,"passed",0.783024837848312,"passed",0.963690381977747,"passed",3.130411499534e-05
"Node569.P.B.",0.051108493,0.050444,0.027994,0.075617,920.355737548775,1,"passed",0.944814286186993,"passed",0.963690381977747,"passed",0.000818149862076564
"Node569.P.C.",0.947988049,0.9487435,0.922415,0.971773,919.804266014285,1,"passed",0.943884409727239,"passed",0.963690381977747,"passed",0.000848836517477358
"Node570.P.A.",4.2241e-05,3.2e-05,0,0.000113,881.79900318328,1,"passed",0.848071559137133,"passed",0.963690381977747,"passed",2.40883950775927e-06
